
target,first guess,number of guess,guesses 
1000,1123,6
1001,1123,5
1002,1123,5
1003,1123,5
1004,1123,5
1005,1123,4
1006,1123,6
1007,1123,6
1008,1123,4
1009,1123,5
1010,1123,5
1011,1123,6
1012,1123,4
1013,1123,3
1014,1123,4
1015,1123,4
1016,1123,4
1017,1123,4
1018,1123,7
1019,1123,8
1020,1123,5
1021,1123,4
1022,1123,4
1023,1123,2
1024,1123,3
1025,1123,3
1026,1123,6
1027,1123,7
1028,1123,8
1029,1123,9
1030,1123,6
1031,1123,5
1032,1123,3
1033,1123,3
1034,1123,3
1035,1123,4
1036,1123,4
1037,1123,5
1038,1123,4
1039,1123,5
1040,1123,5
1041,1123,3
1042,1123,5
1043,1123,3
1044,1123,6
1045,1123,4
1046,1123,4
1047,1123,5
1048,1123,5
1049,1123,5
1050,1123,5
1051,1123,5
1052,1123,5
1053,1123,5
1054,1123,4
1055,1123,5
1056,1123,3
1057,1123,4
1058,1123,6
1059,1123,7
1060,1123,5
1061,1123,4
1062,1123,4
1063,1123,4
1064,1123,6
1065,1123,4
1066,1123,6
1067,1123,4
1068,1123,4
1069,1123,7
1070,1123,6
1071,1123,6
1072,1123,4
1073,1123,6
1074,1123,5
1075,1123,5
1076,1123,4
1077,1123,5
1078,1123,6
1079,1123,5
1080,1123,5
1081,1123,7
1082,1123,6
1083,1123,7
1084,1123,5
1085,1123,6
1086,1123,5
1087,1123,4
1088,1123,6
1089,1123,4
1090,1123,6
1091,1123,8
1092,1123,7
1093,1123,8
1094,1123,6
1095,1123,7
1096,1123,5
1097,1123,6
1098,1123,5
1099,1123,6
1100,1123,6
1101,1123,4
1102,1123,4
1103,1123,4
1104,1123,5
1105,1123,4
1106,1123,4
1107,1123,4
1108,1123,5
1109,1123,7
1110,1123,5
1111,1123,6
1112,1123,4
1113,1123,3
1114,1123,5
1115,1123,5
1116,1123,5
1117,1123,5
1118,1123,5
1119,1123,6
1120,1123,5
1121,1123,4
1122,1123,4
1123,1123,1
1124,1123,5
1125,1123,6
1126,1123,7
1127,1123,8
1128,1123,9
1129,1123,10
1130,1123,4
1131,1123,4
1132,1123,3
1133,1123,4
1134,1123,5
1135,1123,6
1136,1123,7
1137,1123,8
1138,1123,9
1139,1123,10
1140,1123,5
1141,1123,5
1142,1123,4
1143,1123,5
1144,1123,6
1145,1123,4
1146,1123,4
1147,1123,7
1148,1123,8
1149,1123,9
1150,1123,4
1151,1123,5
1152,1123,5
1153,1123,6
1154,1123,5
1155,1123,6
